top_topic,neg,neu,pos
0,0.6779661016949152,0.16770740410347904,0.1543264942016057
1,0.63671875,0.15625,0.20703125
2,0.7141216991963261,0.14925373134328357,0.13662456946039037
3,0.709154113557358,0.17960602549246812,0.11123986095017381
4,0.8167036215816703,0.0975609756097561,0.08573540280857354
5,0.7101449275362319,0.16996047430830039,0.11989459815546773
6,0.779874213836478,0.1310272536687631,0.08909853249475891
