doc_id,text,platform
2158,politikong kurap tulungan confidensyal fun itulong pakinabang,youtube
2159,sakuna nangyari pinas dala marvos,youtube
2160,sobra naipong basura dagat tumaas dagat,youtube
2161,tuonan pansin govt ilipat,youtube
2162,hinarang diyos bundok napapalibutan tubig katigasan makakaranas,youtube
2163,magdasal tayong tataas tubig tubig nature realidad mabuti lilikas safety family,youtube
2164,isa problema mamamayang filipino habang politiko busy kwentang bagay pamumulsa pera bayan,youtube
2165,halos marcos anong gagawin biktima bagyo biggest mistake made voting gawin president pilipinas,youtube
2166,gumawa bangka loob mabasa,youtube
2167,taga tubigon bohol particularly leaders government call kalampagin gobyerno maging totoo babawal lapastangan kagubatan karagatan tunay papatupad jeepney modernization mumulat tamang pagtatapon basura maging totoo angat education tungo nararapat kamulatan integrated news program,youtube
2168,dilikado bagyo baka bigla laki dagat,youtube
2169,dami namang matataas lugar bat gustong gustong,youtube
2170,kawawa bata naka babad tubig ilang oras baka magkasakit,youtube
2171,philippines housing regulation could avoided one build islands regarding typhoon pepito know philippines prone different calamities due geographical location since aware controlin government housing regulation along coastal roads tiny islands pilipinas majority houses along coast made light materials government wants minimize homelessness yearly expenses death build affordable government organized pabahay away coastal roads filipinos safe able garbage along coast sound environment little little done right corruption filipinos safer environment every typhoon season needs relocated safer place wonder dealing typhoons government allow anyone build tiny islands,youtube
2172,pagusapan senado congress panay ala mang epic,youtube
2173,nanawagan deped sobra nwala pera deped mkita taga deped kalagayan mnga bata aaral bohol hoy tabang tabang,youtube
2174,warning future sea level 900m map,youtube
2175,literal tubigon lugar,youtube
2176,ilikas kanilang gobernador magkakasakit totoo lulubog lugar,youtube
2178,restoration plan program kailangan tabunan lupa taas dependent level dagat,youtube
2179,ngayun quadcom nakakalunod tubig dagat,youtube
2180,fossil fuel kaylangan sumabog bulkan kpag sumasabog bulkan dna makaka singaw init mula lupa sisingaw dagat resulta iinit amg dagat matutunaw yelo antartica north pole dhilan lagtaas water level dagat,youtube
2181,tinatabunan dagat gawing tirahan gaya moa philippines dhubai luwang tinabunan ibat ibang bansa nagtatabun china,youtube
2182,ginagawa gob yer talagang governant,youtube
2183,consequence get greed,youtube
2184,tulungan ibigay compedncial fund kinkurakot naka upo gobyerno hoy sakim pera awa,youtube
2186,ilipat gobyerno buong barangay mataas lugar iconvert lugar malaking palaisdaan,youtube
2187,dilikado baka pumasok paying kailang ilikas mataas lupa,youtube
2188,basura garbe,youtube
2189,sulusyon mundo ipahukay inambakan mahirap magyari yon lintik mayayaman buong mundo kasalanan gusto nlang magtayo nigosyo dpat nlang baguhin mundo ginawa panginoon dpat baguhin dagat ikompara tubig planggana tpos lagyan bato cgurado tataas tubig aapawgantan nangyayari dagat konektado buong mundo iisa dagat mundo,youtube
2190,mali akala totoo pagtatambak lupa bansa kagaya moah midle east ginawa tgarito samin nagtrabaho ginawang city sobrang lawak tinambakan shempre tataas dagat kawawa,youtube
2191,kawawa nmn maga nakatira,youtube
2192,dyn lubog tubig tas naliligo bata,youtube
2193,lalapwason han ginoo tuna tikang han tubig han kahiladman han dagat says lord bayai sala bayai magraot binuhatan mabubuhi kamo panginoong hesus,youtube
2194,think called tubigon ages due earthquake resident climate cycle regularity earth,youtube
2195,manila panay tambak dagat ginawang mall katulad moa dagat dati,youtube
2196,magagawa lgu police army mangangasiwa paalis libong mamatay pagmay sakuna,youtube
2197,stop fossil fuel,youtube
2198,look mayor ilipat malayo dagat,youtube
2199,politiko sabivil corrupt escudero lagman zaldy villafuerte ayan resulta bagsam bicol baha asan pondo dpt imbestigahan kongreso senado,youtube
2200,wlang sidihin tin hit sno sno hil kapal ari dto nalagay bebliya,youtube
2201,mabigyan pansin gobyerno lipat mainland habang huli,youtube
2203,pinapaalis lugar kawawa nmn,youtube
2204,ipanood senado congresso maisip nung kurakot basurang politiko makonsensya bwisit,youtube
2205,lumang balita noong panis,youtube
2206,goodbye temporary magbayad ewan amen moreblesing ayaw nanang great spirit patay sabat bye amen moreblesing loveblessall friend goodluckgoodday everyday happy birthday aken penag sabehan tank sama skin,youtube
2207,madera bahaymonamganda saankalilipat pangalawamobahay nagawa mona kongwalassaankalilipat kongmagpahingaka yesamen,youtube
2208,tsyolahatbuhay kasech araternyaaycharaternatenetolangpatonaketasakanya amen,youtube
2209,kahet anomankataas angatenpenagaralan angbuhaytaesalang mahalen tadahelseyasaatenkitasaeya mahalkitaneya jinfineyakitaeewan kasesabeneya balanceandrevers gustonyawalamaherap walamayaman pantaytayolahat godlovehumanity yesamen,youtube
2210,recognizeyouresselfe hodinyouloveyouresself godinyou enjoyeternal life thankyou friend goodluckgoodday everyday happy birthday aken penag sabehan tank sama skin,youtube
2211,theirjofeistemporsry life nutthislifeiseternal veryberybeutifull lee yesamen,youtube
2212,mylifeidcrydtallclear yes yes server crystalclearyes amenyesamen,youtube
2213,umalis iba ilipat school,youtube
2214,aksyunan goberno pwde relocation,youtube
2215,pnagmamalke prrdd dekada pla bkt hbd tnambakan nuon,youtube
2216,salam ilaha illallaah muhammad rasullullah salalaho alayhi wasalam nauzubillah shukran,youtube
2217,pinag uusapan senado congresso issues politika,youtube
2218,santiagobagtas coastal brgy bulacan sitwasyon,youtube
2219,wla jud day karapatan reklamo dghan lisod atoa huhuhu kawawa bata,youtube
2220,safe tirhan kabayan,youtube
2221,sanitation isla,youtube
2222,kawawa pilipinas nagkataon lulubog tuluyan isla,youtube
2223,asa manila bay natambakan,youtube
2224,dpt pondohan gubyerno floring dming nkukurakot kaban bayan pondo gaya school gubyerno nganga jeseca soho qng gnyn topic sulosyonan maiparating gubyerno,youtube
2225,inaayos government lalo president lagyan tambak lupa,youtube
2226,bigyan mgq ayuda nakakatulog kayu big malakanyang instan tulong,youtube
2227,pwede tirhan barangay need lumikas,youtube
2228,naku sakuna saka nayan sisi,youtube
2229,know tubigon name lugar tubig baryo,youtube
2230,ohh tambaloslos marcos admin bigay bigay ayuda tinutulungan,youtube
2231,nanakawin pondo dep tulong wla konsensyaa,youtube
2232,bohol manalangin humingi sisisi panginoon hilingin dios cristo lumubog,youtube
2233,ccr diba lubog bahay,youtube
2234,story pity living place lord help amen,youtube
2235,ohh onsaon,youtube
2236,silang diciplina basura pakalat kalat,youtube
2237,high tide ata,youtube
2238,tubigon pangalan bayan daming tubig,youtube
2239,ibang bansa batas nun 70s masyado naapektuhan dto pinas bahala damat damay disciplina mahina pilipino magisip nagiisip maypagmamahal pinas nagisip shalom,youtube
2240,hinde lumotin ilalim tubig,youtube
2241,pinakamababa island pilipinas madali talagang bahain tignan government lagyan maayos eregasyons high concrete walls tabi dagat,youtube
2242,philippines heat extremely hot midwest heat unbearable sitcoms round clock blessed enough still higher ground south getting experience louisiana even,youtube
2243,nalakayakot jindi makakatulog lung situation aking tirahan,youtube
2244,correction iconic media journalist,youtube
2245,jessica iisang iconic media broadcaster pilipinas mabuhay,youtube
2246,tinawag barangay tubigon baka dati katubigan lugar bumalik normal matubig,youtube
2247,kaawaan nawa ama langit ywhw panginoon jesu kristo gabi araw palagi kayong manalangin matai juan awit lucas,youtube
2248,earthquake island bohol tilted little places inches inches,youtube
2249,kudos jessica soho luck,youtube
2250,sorry residente tobogan bohol napabayaan gobyerno maganda marelocate ibang lugar,youtube
2251,maganda content nmn mataohan official naka mismu lugar leader lugar,youtube
2252,maiwan lugar,youtube
2253,tama unt unti lumaki dagat bawat taon usok factory isa nayan bansang china india ruussia maraming factory kya nakakasira kalikasan,youtube
2254,school pinataas lulubog tubig dagat solusyonan deped,youtube
2255,lupa lumubog tubig dumami kong mami tobig dagat isla ganya mangyayari umalis kayalang kailangan tulong gubirno,youtube
2256,opisyal gobyerno gising aksyonan agad kwenta kwenta inaaksyunan,youtube
2257,phillipine government opisyal pamahalan map nuod aksyonan agad relocate kababayan nandyan,youtube
2258,relocate buong bayan mailand kong papataasan bahay gagastos maabotan tubig years kwentang luzon billion day pabahay sapat relocate,youtube
2259,excuse madam forgot mention illegal mining,youtube
2261,massive earthquake global warming caused irreversible governor relocate build floating homes similar dutch nation,youtube
2262,gumawa artificial island katulad china wps gianamit galing bundok zambales kasalananan pulitiko makasarili,youtube
2263,nakamais jessica soho sinusubaybayan best,youtube
2264,nkababad bata,youtube
2265,lindol climate change,youtube
2266,paajo kayong mayayaman andski nyong sasskya,youtube
2267,nakapunta amodyan tambakan,youtube
2268,impossible nanaisin pwede tambakan lupa nagawa china gawa isla west philippines sea gitna dagat ganoon simple,youtube
2269,kailangan ilipat gobyerno nakalubog tubig,youtube
2270,mapagtiis dagat iyong mundo,youtube
2271,makakapag aral climate changes ikakamatay tama,youtube
2272,kailangan evacuation,youtube
2273,naningil kinaiyahan tungod rapod natong tawo kada pamilya household aware number proper disposal waste,youtube
2274,maglusong malinis tubig,youtube
2275,halos tabi dagat nakatira minsan mababang lugar high tide aabutin bahay,youtube
2277,nakakapagtaka gumawa artificial island dayuhan malapit pilipinas problemang island pilipinas mismo silang ginagawang aksyon baka pinalalayas lugar tulad,youtube
2278,malolubog ibang isla ginawa dugyot,youtube
2279,gusto kababayan maayos tirahan sarili pong lupa kya nssbi mamamatay hnd sigurado magbbgy bahay lupa isa kabuhayan,youtube
2280,gawan paraan governo,youtube
2281,isa taas tubig binabahayan khit daanan tubig resulta madaanan tubig kalsada natambakan daanan isa climate change anghirap pigilan,youtube
2282,tubigon pangalan bayan syempre tubig,youtube
2283,kalukuhan baklang saan kaba ipinanganak papaniwala katarantaduhan climate change,youtube
2284,naiiyak habang pinanood sakrepisyado ibang lugar mundo lalo bohol keef praying nothing impossible wish malipat asa bless,youtube
2285,relocation dilikado patuloy silang lumulubog,youtube
2286,wondering use restroom,youtube
2287,anyway true face climate change written words abbah yahweh shaddai trough son yahshua messiah amen 2peter peter1,youtube
2288,hwag kna magbroadcast kredebilidad,youtube
2289,nasaan ipinangakong bahay bawat taon mahihirap,youtube
2290,umalis bumalik mainland matakot pwede silang mangisdskung mainland,youtube
2291,alisin maibalik ganda isla,youtube
2292,world wide italy usa china philippines ayaw kasali,youtube
2293,umalis nlng hnde mamiligro,youtube
2294,gysto miss jessica soho journalist nkikigaya lmng balita walng kwenta miss jessica sinusuong panganib kgya afganistan,youtube
2295,pagtuunan pansin gobyerno kaawa awa nmn nkakahagas kyng pangulo puso bibigyan pansin,youtube
2296,kawawa,youtube
2297,nabangit susunog basura plastic madam broadcaster waste management pinas kagaya japan singapore nakaka tulong mabawasan air polution,youtube
2298,maherap pgmasdan kalagayan mmayan gawa climate change gawa jalikasan,youtube
2299,binibigyan pansin government kawawa residente madami,youtube
2300,corruption,youtube
2301,digung administration imbestigasyon sagot ipakita sainyo kong ginawa cebu past administration binibisita digung kong matibay bait pbbm masamang hinusgahan minumutya ginawaan fake news siraan,youtube
2302,asa philippines,youtube
2303,baba governo,youtube
2304,poliko ibang bansa nagbabakasyon gamit pundo bayan samantalang bayan binabagyo binabaha,youtube
2305,discaya nanaman,youtube
2306,hayop governo nakaw awa bayan bayad buwis matutulog governo ubos nanakaw pati ninanakaw nyu hayop bangag bbm resign kana nagawa magnanakaw pinzan martin buwaya zaldy,youtube
2307,duterte cebu know,youtube
2308,governor got paid honest,youtube
2309,japan magalit local industry naten ginagago tanong bayan presidente,youtube
2310,kabig kabig pera wlang ginawa bitay,youtube
2311,corruption panahon duterte duterte nagtanggal ban mining dumami mining activities bansa nagresulta pagbaha panahon duterte nakawala kurakot pinakulong pnoy,youtube
2312,bulsa congresista iba pang sangkot pera bayan maliwanag congresista proponent magkangmatay nangungurakot gobyerno ataul,youtube
2313,floodcontrol wlang mamatay kalala baha pinagnanakaw politiko trillion budget floodcontrol,youtube
2314,ayan governor kinausap sara nung nilindol cebu,youtube
2315,ginagawa governor governor nakaupo nagiikot nasasakupan kang silbeng gvernor,youtube
2316,duterte legacy worst ever corrupted president world,youtube
2317,maghintay iimbistigahan cebu,youtube
2318,wow fantastic cebuano happen billion,youtube
2319,tinatanong pangulo tanungin congresman binuto jaan nasaan pundo tama kinalbo bundok nangyari dadaan lgu aaprove patos sisihin pbbm pumirma budget humawak tumatakbo sistema pundo hawak pangulo congresman lgu,youtube
2320,mahiya magnanakaw nilulunod pilipinas baha kinurakot pera bayan kapakanan nakararami inisip magkaganyan kasumpa nakagagalit sariling bulsa inisip,youtube
2321,bilyun mali caption,youtube
2322,26b kulang yon laki cebu davao city 51b gasino kalakihan,youtube
2323,wow 26b napunta bulsa politiko kontraktor ayan daming namatay,youtube
2324,lage hugas kamay ante kler,youtube
2325,kase corruption jaan senado tanggalin lalo jinggoy ilan ulit nayan naakusaan,youtube
2326,years cebu ingon ana bugo gud hemuon diyos dds kinsa nagka idea anang duterte years jud,youtube
2327,power doesn corrupt corrupt get empowered becomes apparent,youtube
2328,habang government officials makukulong well protected work together highly inner circle family mafia untouchable abusing power money monopolizing brainwashing peoples mind feather flocks,youtube
2329,long government officials running show corruption never end,youtube
2330,problem power doesn corrupt corrupt get empowered becomes apparent,youtube
2331,p26 billion budget cebu sinisisi magnanakaw supporters duterte,youtube
2332,actually silbe kinakalbo pinapatag bundok period,youtube
2333,tulong baha mabilis hupa pilipilit tanggalin baha tubig kahilingan kong baha ulan kong wañang ulan halaman,youtube
2334,pulitiko yerno magnanakaw makaknakaw kontratista protector,youtube
2335,laang kontratista tukuyin pulitiko likod coa nakakalusot,youtube
2336,anu kailangan bang ipaliwanag kailangan,youtube
2337,magalong balimbing natapalan narin ata pera davao iimbistiga cebu binaha tungaw pulitiko,youtube
2338,nako gobernor gwen garcia utang kpa sout korea 400millions ninakaw,youtube
2339,duterte build build build,youtube
2341,imbestigahan inuna davao nakaranas baha bagyo nasira,youtube
2342,gumagana hahahahaha galing speaker lakas amats,youtube
2343,anu loyalista,youtube
2344,maliwanag ninakaw pondo,youtube
2345,local mayor local nakinabang akala mabubulgar,youtube
2346,bobong ddshits sisigaw nanaman bbm resign nde iisip past administration nagsimula build build villar tahimik,youtube
2347,cebu reklamo baka davao investiga lola castro,youtube
2348,former gov garcia managot billion,youtube
2349,abolish mayors office,youtube
2350,bitayin tiwalis tinangal death penalty naaawa bitayin tinangal death penalty ayaw nilang mabitay nabukong aumalyang ginawa kumitil kinurakot pondo bayan,youtube
2351,nako papansinin focus ombudsman villar term du30,youtube
2352,buong lalawigan cebu 26b davao city 51b paldo polong,youtube
2353,mali,youtube
2354,mali billion pnahon pnahon duterte,youtube
2355,bulsa romualdez zaldy bataan pbbm,youtube
2356,nak tutcha kahilig malacanian palasyo gumanap apura tanong baka hanep nayan nannga hawak agency bilisan nlng aksyon,youtube
2357,parating pang bagyo ilocos norte tatamaan,youtube
2358,laki humahawak cebu,youtube
2359,billion wasted corruption corrupt politicians destroyed cebu,youtube
2360,duterte legacy,youtube
2362,nagtuturuan kurakot nangyari mapapa kamot buwaya,youtube
2363,iimbestigahan bangag mula iimbestigahan sarili,youtube
2364,billion panahon marcos isisisi past admin,youtube
2365,tamis kaban bayan,youtube
2366,clear cebu binaha davao imbestiga gaguhan,youtube
2367,hustisya bibitayin kurakot,youtube
2368,dami namatay baha corrupt isa nakukulong bitay sina vilanueva estrada discaya escudero bong etc,youtube
2369,corrupted brain drained,youtube
2370,hahaha tanungin quirante sen raffy magkaunagyan,youtube
2371,ineffective current admin cost 26m happen effective previous admin cebu cover cebu right failed mention huh dds governor cebu,youtube
2372,katong lalay animal jud kaayo sinungaling kler kastto,youtube
2373,holy child sends typhoon hear prayers virtue filipinos silence never protest jose rizal protested wanted equal rights filipinos rizal great spain many monuments memory years since independence spain mathematically speaking short time ago today filipinos would better rights spanish european free healthcare spain philippines die afford doctor jose rizal didn want worst part philippines brothel foreigners always see men young girls would huge scandal spain wonder filipinos pride citizens beloved land submerged destruction corruption without rights services spain best companies world infrastructure construction philippines many catastrophes wouldn happen simple typhoon holy child punished philippines solution problems philippines would exist today,youtube
2374,filipinos suffering poor rather changing present becoming spanish,youtube
2375,gumagana,youtube
2376,makita palang gigil,youtube
2377,lagyan tanong saan dadaan malaking baha tapat aralan,youtube
2378,managot gwen garcia inabswelto,youtube
2379,dpat plitan tlga republic philippines ibenta nlng pilipinas amerika pra maayus sistema pulitika,youtube
2380,bbm salot weak leader,youtube
2381,ask former gov city gwen wak2 garcia,youtube
2382,imbestigahan davao hahahah,youtube
2383,umupa papatay pra sangkot,youtube
2384,bbm loyalista billion budget bka isisi namn dating admin,youtube
2385,ikolong gropong duterte,youtube
2386,pati cebu nakawan,youtube
2387,naunsa atong gobyerno giboto nato bbm dili kabalo mghandle gobyerno budol,youtube
2388,shame kayong magnanakaw magnanakaw mamatay daming namatay pangungurakot,youtube
2389,nah alala bbm pina imbistigahan nah davao baka yun dahilan baha cebu ncr,youtube
2390,magagalit olol previous administration gwen garcia year,youtube
2391,konsenya responsible palpak,youtube
2392,baliwala meron maayos abusiness kagaya real estate kakwarry bundok gawing subdivision,youtube
2393,sayang engineers ngbansa substandard ghost kayang gawin pra kababayan nghirap kayong aral gafawin bansa npaka swerte nkapasok gobyerno pangarap ordinaryong pilipinong manggagawa,youtube
2394,mining kabundukan kumusta denr,youtube
2395,hndi,youtube
2396,hanggang pang napapanagot pinag loloko kami,youtube
2397,dios humatol silbi imbistiga miss claire bangag pangulo silbi lokohan,youtube
2398,pang nakukulong nakaw mangga kulong agad,youtube
2399,bbm kurakot kurakot kurakot,youtube
2400,duterteland cebu diba,youtube
2401,dapay australian engineers pulido kurakot skm,youtube
2402,makulong angnlahat involve,youtube
2403,gana pang ikulong sala katiwalian kulungan pang vip maayos kulungan samantalang masama nakukulong monte,youtube
2404,kanta hanggang tuktok matatapos gulo hanggang marcos martin romualdez nakaupo matatapos korapsyon resign kana marcos romualdez,youtube
2405,masasabi uubusin kaban bayan magluklok angkan magnanakaw panigurado simot gagawa ibat ibang paraan makapagnakaw hanggang nakaupo marcos martin romualdez galamay kapartido angkan mangyayari tuloy tuloy korapsyon itatago bbm romualdez resign kayong patalsikin magresign,youtube
2406,hanggang nakaupo marcos administration galamay puppets mangyayari mastermind lower house makukulong focus contractors employees mastermind kaming lokohin saming nagiimbestiga paikot ikot binobola niloloko filipino porma kaming paikutin tama,youtube
2407,nakakalungkot mataas amg dike ilog water reservoir imbakan tubig ulan lung malalim kanal mangyayari ngunit swapang sakim kongresista nagnakaw pondo gobyerno heto taon taon nilulunod baha literal buwagin matauhan nakaupong kongresista governor panahon bbm sama iboto wake call satin makukulong malabong mabawi ninakaw nakaupo kapangyarihan mastermind kunsintidor bbm tandaan legacy matinding korapsyon bless philippines,youtube
2408,pinakamalaking corruption history pilipinas nabuko taumbayan milyo kundi trilyon nawalang pera kaban problema napakadaminh involved lalo mambabatas,youtube
2409,politicians power help filipino instead choose corrupt steal plunder nation enrich,youtube
2410,papaano pipigilan forces nature kagaya lindol bagyo pagbaha ganti kalikasan madami bundok puno,youtube
2411,saan naba,youtube
2412,isisisi previous administration hahahaha corrupt,youtube
2413,malakas bagyo maubos pinas gahaman pera buang,youtube
2414,moro moro palasyo,youtube
2415,matatapos death penalty period,youtube
2416,death penaty dead corrupt day saves millions filipino,youtube
2417,pera kapangyarihan kapalit kalikasan,youtube
2418,paimbestigahan marcos nangyari grabeng nakawan noong naging presidente dinala pinsan romualdez best friend nyang zaldy,youtube
2419,anteng marites pinas resulta pagnanakaw,youtube
2420,cebu nabahaan davao inbestiga,youtube
2421,ninakaw buwaya politiko discaya,youtube
2422,loslos madam claire pura dada malacañang,youtube
2423,gumising tayu shame politicians,youtube
2424,kaulunan bbshit magresign kana kang silbi embistigasyon,youtube
2425,hanggng imbestiga nlng ahahaha asa,youtube
2426,solution pang long term palalimin ilog magandang drainage system,youtube
2427,sabin malacaniang duterte kasal anan mfa buang kawatan buwaya hudas demomyo,youtube
2428,hanap masisi bkit pinaghandana yun paparating bagyo silbing gobernador,youtube
2429,overwhelmed,youtube
2430,sipain bangag,youtube
2431,poro kyo imbistiga ala nmn kyung nakkulong pati air asset zalde nkita hay naku,youtube
2432,iboto kaalyado digong obos pera pinas,youtube
2433,dds cebu solid satanas digong coruption talamak panahon digong,youtube
2434,ganito panahon satanas digong talamak coruption billion nakaw kaalyado digong bodol digong drug war,youtube
2435,bangag,youtube
2436,inilikas ginawa gobernor cebu,youtube
2437,ask usa support maybe give loan,youtube
2438,piattos,youtube
2439,wla binulsa gwen garcia nadn mahabol tropa bbm gwen garcia maimbistigahan discaya chill chill travel travel,youtube
2440,master plan sisihin haay naku corruption pinas malala ganda infrastructures bansang tulad japan korea european nations iba systema pinas baguhin,youtube
2441,parte probinsya hawak zaldy romualdez nagka problema administrasyon ilihis nakaraang administrasyon ghost panahon duterte madaming bagyo dumaan lala baha bunga curruption administrasyon marcos,youtube
2442,bbm halos mamatay baha nakaw,youtube
2443,matapang mamayan cebu must hunt officials involved floods corruption instead protesting present administration reward corruption catastrophe corrupt official must subject firing squad park,youtube
2444,corrupt max,youtube
2445,natural substandard ghost kinurakot,youtube
2446,nakaw kurap gobyerno pamilya mabaon lupa susunod kalamidad kasama ninakaw nyong pera bayan ganid,youtube
2447,sagot claire castro laging back,youtube
2448,bangag,youtube
2449,duterte build build build corruption,youtube
2450,nmn imbestiga nmn nakukulong,youtube
2451,think discaya guilty sadyang pinoprotektahan admin nangyayari dinig,youtube
2452,imbestiga namang nakukulong kayong bigyan tax exemption kurakot,youtube
2453,hah tatakapa pinas fake system dam irrigation satin magkaka hiwalay rivers walls rip rap andmakikita portion lalabanan baha,youtube
2454,pakibilisan iimbestiga makulong politikong magnanakaw totoo sinasabi atty claire,youtube
2455,maniwala palasyo,youtube
2456,clear sabihin davao imbestiga cebu,youtube
2457,inventisgahan,youtube
2458,bbm legacy,youtube
2459,magalong dizon pagfocusan luzon pinakamaraming ghost davao city kaying mahihita utak talangka magalong kaw nmn dudi isa dizon kayong kwenta bagay anong masabihin amo yun ssundin,youtube
2460,kurakot,youtube
2461,maraming factor bat nangyari heavy rainfall tino brought ineffective unfinished programs subdivisions built reclaimed swamps marshes close rivers,youtube
2462,ring nakukulong hanggang controls tsk,youtube
2463,halos binahang lugar cebu nsa paanan bundok malapit dagat sisihin baha cebu malaking impact ren minahan kya malaking volume tubig galing bundok rumagasa pababa hnd tlaga kakayanin ilog baba,youtube
2464,silabasan trolls pagtanggol bbm romualdez,youtube
2465,bangag bbm kunyaring kickback contractor bngag nakaw,youtube
2466,builder cebu kurakot,youtube
2467,hahahahaha galit,youtube
2468,baka isisi duterte,youtube
2469,asos bangag nagkaka ganito,youtube
2470,climate change kasalanan nangyayaring pagbaha kokonti halaman puno napapatayuan buildings,youtube
2471,panagutin sangkot kasakiman basiin ariarian kayamanan tas firing squad dina pamarisan,youtube
2472,makialam naging norm kultura kurapsyon bang tinanggap hanggang ganito sitwasyon bansa manlang susunod henerasyon magka isa laban ina political family dynasties conglomerates,youtube
2473,buong cebu ehhh davao city distrito 51b binabaha plus bumabaha boooogaw gro paldo congiyot,youtube
2474,tignan 26billion cebu wow wlang baha davao pupuntahan fact,youtube
2475,duterte,youtube
2476,kunwari nagulat gov,youtube
2477,start knocking region door along local contractors local congressmen connivance need deep hoping whistleblower step forward especially many deaths attributed typhoon tino ghost cebu victims deserve justice,youtube
2478,sige gov pam striktoha pagpa implement next funds,youtube
2479,buti naka kulong susunod narin yon iba pang magnanakaw,youtube
2480,data sumbong pangulo website shows worth p26 billion constructed across cebu province figures even incumbent governor pamela baricuatro questioning palasyo sagot binalik duterte hahhaha kandautal utal anti clear kakapaliwanag ibabalik duterte hahaha,youtube
2481,guilty corruption kasuhan murder indirectly kinalaman pagkamatay,youtube
2482,nandoon davao naghahanap baha lalo magalong,youtube
2483,hagupit corruption,youtube
2484,nasimot billion nothing ayan nature nagsasabi pati pagpuputol trees kawayanan nakalbo nahhh geezzzz sad ibinoto kurap,youtube
2485,gullas family dynasty talisay please investigate corrupt family,youtube
2486,contractor,youtube
2487,boto ulet duterte maganda legacy pati marcos,youtube
2488,duterte legacy,youtube
2489,lesson nakita tinatarantado politiko iboto uli binoto nati uli kasalanan,youtube
2490,interview experts masabihan deadly lugar binagsakan buwan ulan araw sagot,youtube
2491,kang sinungaling kler pinansin reklamo bayan bayan simula queen,youtube
2492,malamang bbm bagyo hahaha,youtube
2493,sige pila initan botoohannn payamanin buaayaa,youtube
2494,talisay city one heavily affected areas handled quirante construction group budget,youtube
2495,lukohin pangulo kaniya kaniya silang nakaw badget pakana,youtube
2496,imbestiga pahintulot pangulo pangulo,youtube
2497,nilalaan tila gumagana ngang pagaganahin hahahaha,youtube
2498,panahon bbm,youtube
2499,ayaw itokhang daig pinagsamang adik pusher,youtube
2500,drawing nnmn constructions,youtube
2501,talagng bigyang pansin kong kawawa ordinaryong pinoy,youtube
2502,cebu baha imbestiga davao,youtube
2503,pasok crocs budget nanaman pangkurakot,youtube
2504,gawing schools convertible maging shelters food banks calamity,youtube
2505,kuda demonyo nmn kyo pare pareho,youtube
2506,bbm legacy blood hands marcos araneta romualdez,youtube
2507,billion pesos kaban bayan galing buwis ordinaryo pilipino pinaghatian iialan kawawa ordinaryong pinoy baha nararanasan habang papasarap iialan magagara matataas nilang tahanan galing nakaw,youtube
2508,know clever corrupt idle duterte family,youtube
2509,cebu based contractor got biggest share cebu builders,youtube
2510,banguhin pangalan pamamaraan masmalawak mensaheng totoo,youtube
2511,blogger kler alalahin guen garcia lusot kinaso dikit bangag idagdag tongressman hangga pang nakukulong,youtube
2512,sinong presidente matino sinador contractor nanakaw mangyayari pilipinas,youtube
2513,golden age keep voting trapos,youtube
2514,bitayin nagnakaw pira byan,youtube
2515,bagong pilipinas,youtube
2516,d30 sisihin bbm,youtube
2517,pinoy politician kawatan,youtube
2518,hahaha pupunta d30 sisihin,youtube
2519,barya,youtube
2520,saan davao,youtube
2521,makulong discaya ngaun,youtube
2522,bigyan uli congtractor budget,youtube
2523,mabuti pang maging intsik kaysa magkaroon presidenteng adik korap,youtube
2524,magtae buong taon nakinabang hahaha punyemas,youtube
2525,anyare lgu cebu,youtube
2526,nagsimula panahon salot digong gov baricuatro fake news,youtube
2527,mali report cebu gov baricuatro nagsimula panahon nakaraan administration salot aamang duterte makinig interview baricuatro karen davila,youtube
2528,namatay kurap sure kayong nararamdaamng konsensya pagkamatay certified demonyo congrats,youtube
2529,believe question fault politicians slater young person nature,youtube
2530,saan napunta pera cebu mahiya bongit,youtube
2531,bait pulitikong trapo unti kinuha sure boto ulit tayong kadaladala sambayanan pinoy,youtube
2532,maganda ibigay tagajapan taga holland polido gawa kamahalan exsperto cla madalas bahain lugar technical know cla,youtube
2533,bbm legacy,youtube
2534,sigeg imbetiga pay prison,youtube
2535,hangang mapagsamantala gobyerno illegal nagpuputol puno kabundukan nagnanakaw namumuno gobyerno matitigil kalamidad,youtube
2536,magsalita castro prang nora aunor ponto tono bata kinakausap,youtube
2537,budget kalamidad bahala philippines kailangan nating bumangom nating mahirap,youtube
2538,dds gov pam mismo nagsabi governor dds cebu nagsimula corruption noong sinong presidente dds sasabihin nililihis imbestigasyon inimibestigahan,youtube
2539,kawawang cebu karuon wakwak knila nilipad pati bilyun budget basta alyado ngag magna,youtube
2540,bless gives citizens deserves salot gov damay tlg citizens sufferings apekto end times events happening wars wars ahead everything happen time perfect divine timing synchronize setup lord lord living believe jesus name blessed right place right time,youtube
2541,bulsa honorable,youtube
2542,davao,youtube
2543,maiwasan kalamidad piro bahala philippines,youtube
2544,demonyo corrupt,youtube
2545,ineffectivity wrong word ineffective something must exist first case nothing called ineffective literally,youtube
2546,silbi engineers lagay dike ilog sake meron silang kontrata makurakut silang planning divert water proper water flow ulan ilog nahuhulog tubig buong lugar pinaligiran dike ilog ulan nahulog buong baryo town naging bowl baryo town,youtube
2547,maliban issues baka nalagas puno sobrang nagbaha,youtube
