doc_id,text,platform
4516,grabeng kurakot politiko gabaan kyong masasama,youtube
4517,laki nababanggit pera ganon kayaman bansa pinupush inuuna edukasyon natatakot matuto pilipino namang talagang mananakawan masakit harap harapan,youtube
4518,asa pilipinas hahahahahaha corrupt mawala,youtube
4519,remember killed many manila especially marikina typhoon ondoy hit,youtube
4520,pilipino gising aksyonan naten mawala pesteng korap gobyerno,youtube
4521,pla yayaman haahha kawawang pilipinas mahal,youtube
4522,sip sip,youtube
4523,nakakaiyak nandito ibang bansa nangangarap maging ganito pilipinas maginhawang mamatay corrupt,youtube
4524,lord always protect mayor magalong,youtube
4525,hahahahhaa basta tangalog number corrupt,youtube
4526,nakaka high blood corrupt official,youtube
4527,kurapsyon pilipinas isa pinakamalakas pinaka mayaman bansa,youtube
4528,kya pla yayaman smantlang ibng pilipino hihirp,youtube
4529,naka kasuka naka kadiri kurap kawatan bayan,youtube
4530,gumising magalit nakakasawa panloloko politiko,youtube
4531,dead penanty,youtube
4532,lala nangkokorakot,youtube
4533,please tumakbo presidente,youtube
4534,mayor jessica integrity fight filipino day come corruption abhorred country take pride side anti corruption enjoying luxury corrupt unpatriotic disloyal traitor country godbless philippines harvey sagario put name one day break system traitors though chat gpt research fight law mandating full digital disclosure government spending centralized real time database stronger penalties non compliance citizen engagement media pressure,youtube
4535,11k syempre pghahatian yun,youtube
4536,makagago kmjs jessica soho sikat pinas lakas loob kwestyunin billion billion kinukurakot kawawa nagbabayad buwis tsk tsk aray kasuhan corrupt mahirap nagnakaw makain pamilya kulong agad bigatin balewala haist pilipinas gising,youtube
4537,pumirma buget yun imposibleng basta xia pipirma rereview hin nia sure yun isama dpt pumirma kaso,youtube
4538,malinaw tlga asa pinas,youtube
4539,giving fitting society alone,youtube
4540,bitay sapat kawatan,youtube
4541,much jessica informative bold special coverage hope could feature successful serve examples governance must multiplied copied others salute whole production team power program lord keep bless,youtube
4542,nakakagalit nakakalungkot nakakadismaya tayong pilipino winalanghiya corrupt kapwa pilipino let let issue die condemn corrupting nations future tama sobra manindigan,youtube
4543,maku long pustahan,youtube
4544,publico,youtube
4545,super crocs martin romualdez zaldy chua abante sakim kaluluwa,youtube
4546,mapapaniwala kasangkot politiko mababalewala long run nbt zne deal pharmally alice guo pogo case binay parking makati lot name paulit ulit corruption years nabago politiko napaparusahan patuloy waldas kaban bayan marami umasa pagbabago namatay next generation nararanasan gagawa legislation andami ring butas maparusahan,youtube
4547,soooo sad gantung klaseng bang natitirang konsensya puso gantung puru pera pera pera,youtube
4548,soooo sad gantung klaseng bang natitirang konsensya puso gantung puru pera pera pera,youtube
4549,soooo sad gantung klaseng bang natitirang konsensya puso gantung puru pera pera pera,youtube
4552,summarize journalism,youtube
4553,better protect cost best journalist ever world exposing monsters country,youtube
4554,ahah labasan billionaire ngayun kampon satanas kunsensya daig sakop ibang bansa nanakaw sasakop bansa pinas tutulong,youtube
4555,nakakaiyak naghihirap bansang pinas napanood napakadaming pera involved pwede ilagay ibang proyekto nabubuhay kapayapaan kya madami gusto mangibang bansa magtrabaho,youtube
4556,hanggang pangulo mismo nainis baka mismo nagpasimuno kurakot,youtube
4557,makulong sangkot corruption governo,youtube
4558,resulta weak leader buwag pacc,youtube
4559,matay daming trabahador namamatay naghihirap ikakasaya death penalty ipataw makaharap mismo papatay eih,youtube
4560,sinong kongresista tarlac sakop nyang capas nanalo ngayong taon tumakbo ulit,youtube
4561,goosebumps mayor magalong,youtube
4562,grabee kimikbak korupt job magalong dumami katulad protector bagkus sinisiwalat katiwalian nitong pati naging kasabwat,youtube
4563,mayor magalong team jumpstart motivate honest citizens philippines start alliances groups combat graft corruption plaguing country long commend kind actions small big cheers nationbuilding,youtube
4564,infuriating time nakakaiyak,youtube
4565,tindi corruption pinas pla khit anong gawin wlang aasenso mismong buwaya nsa gobyerno boc mismong politiko tinding ksakiman,youtube
4566,gain already vote ever run surely list,youtube
4567,tayong pilipino tumigil makulong makulong pera bayan ninakaw mabawi contractors managot kundi nangbulsa budget bayan senador mayor palusot citizens aggressive demanding accountability nasaan iingay budget ovp tinitingnan nangyayari budget saan billions naibulsa saan biglang tahimik,youtube
4568,gagawin daapt maglagay gubyerno mapara imonitor naiiwasan kaagad kubg substandard angbillaagay cuntractor,youtube
4569,maliliit 10k ohh hnd umabot milyon nakukulong nahuhusgahan itobg makakaligtas,youtube
4570,tanginang gano katino umopo gubyerno sisirain hinayopak contractor kailangan bitayin,youtube
4571,funds education health agriculture,youtube
4572,pbbm pina iimbistigahan budget mayor magalong jesica soho pagbunyag ghost prodject,youtube
4573,solar street light hakbang meron ulet pang taon gumagana streetlight pinag iisipan dati bumabaha laguna streetlight nakatayo gitna daan tubig nakaharang kanal malamang mapupuno lalabas tubig kanal highway,youtube
4574,laguna ayos kalsada sinisira paltan ayos gawang kalsada dati kalsada bakal bakal dumaan trak highway umaangat kalsada akala lindol pang taon sira agad kalsada bakal kalsada kungdi cemento tsk tsk,youtube
4576,tanggalin employees kurakot,youtube
4577,kasalanan bayan ayusin boto galit dating eleksyon bati ulit mangungurakot pinapanagot salarin tumatahimik bayan,youtube
4578,mayor magalong bless family,youtube
4579,think even role playing let vigilant leaders,youtube
4580,wlanh pulitiko nangurakot pare pareho exeption tlagang ngttrabho maayos kila2 nmn sarli,youtube
4581,magkaroon papatay lahi korakot,youtube
4582,thankyou mayor magalong jessica internet era masabilis bibisto,youtube
4583,bless mayors honest proud,youtube
4584,cats eye,youtube
4585,grabeh kawawa,youtube
4586,ganito agad sisihin contractors percent napupunta tongressman another percent mapunta mayor another percent middleman percent percent naiwan expect unahin involved,youtube
4587,napapanagot nakukulong madami ebidensya dipa maipakulong buwisit inuubos pera pilipinas,youtube
4588,legal pagnanakaw diba keso binaliwala ninakaw,youtube
4589,galing atong divert krimeng kinahaharap iba koneksyon matataas opisyales kalimutan missing sabungeros issue,youtube
4590,pangalanan mayor magalong mambabatas iboto,youtube
4591,totoong kasakiman gobyerno problema pilipinas dumating araw mawala pilipinas,youtube
4592,makita shot kill,youtube
4593,maisaayos bansa manalig gawang mali katapusan pasalamat masipag mabait president bbbm,youtube
4594,managot sangkot kawawa kababayan,youtube
4595,tindi kurakot tagos hangang kaluluwa kawalanghiyaan,youtube
4596,pwedeng makulong years nakulong harap harapan kurapsion nadedemanda magkakasakit magiging house arrest ilang taon tumatakbo politika nakalaya pinagtatanggol matatalinong botante iboboto kanta natoto,youtube
4597,wow warranty,youtube
4598,ana gyud ning demokrasya daghang kawatan nasod way asenso lahi hari hari usa ray gamhanan,youtube
4599,involved mayor liquidation harap pamilya,youtube
4600,wake filipino,youtube
4601,manuel bonoan etchusera sabihin magkano kickback,youtube
4602,kontraktor sikilin kkwento chat detalye kaso gagawa iimbistiga nakinabang,youtube
4603,namihasa humahakot pera bansa,youtube
4604,update till end makasuhan makulong sayang report,youtube
4605,mateo jesus alagad katotohanang sinasabi mahirap makapasok mayaman kaharian langit muling sinasabi magaan kamelyo dumaan butas karayom mayaman pumasok kaharian dios,youtube
4606,nainis pangulo weeh ngaun ggawin kaksuhan bawiin nakaw talga manyayari panay publicitylang,youtube
4607,maganda isa isahin magnanakaw nayan bwesit pagpapatayin kurakot bwesit,youtube
4608,bayan tsk gnyn juskoooo,youtube
4609,palitan servant iboto kamag anak system gusto pagbabago bagong politiko naitutulong dynasty empire pilipino,youtube
4610,mayor please hire bodyguards safe family big chance maraming galit bless masolusyonan,youtube
4611,ipakulong hahat kunin ari arian tanggalan pension madadala silang,youtube
4612,corrupt paghuhukom pagbabayaran kawawang pilipino,youtube
4613,nakakahiya maging pinoy,youtube
4614,kawawa talga taya pati sariling bayan,youtube
4615,sunugin sasakyan corrupt politicians firing squad,youtube
4616,basta wla pakialam nakaupo gobyerno palitan marcos,youtube
4617,jews,youtube
4618,nakakalungkot puso,youtube
4619,imbestigahan kalsada kkayos sira agad ilang taon inaayos haaayyy,youtube
4620,bbm bunganga gabinete administration lumustay pera bayan nia papanagutin zaldy romualdez pinuno buwaya,youtube
4621,thankyou mayor magalong dumami katulad,youtube
4622,kinena ngaming matay kamu ngana jablu kamu karma nikamu pesti jablu,youtube
4623,anong mangyayari aming baba mamamatay kami gutom habang lumalangoy pera gobyerno bless know,youtube
4624,gen magalong help handle government,youtube
4625,naiyak watching corruption,youtube
4626,iligan city mayor mismo supplier gov,youtube
4627,magaling media,youtube
4628,mark villar pukin amo,youtube
4629,corrupt country,youtube
4630,staff mahiya,youtube
4631,makulong,youtube
4632,info must transparent cost location contractor duration lawmakers must confined lawmaking infrastructure,youtube
4633,nkulong buti tym pres noynoy bcos napoles kulong,youtube
4634,nakakagalit malaman corruption politikong bumoto diba ibig sabihin nagbigay kapangyarihan gawin every year sinasabing vote wisely every year elect parin maling nakakatawang pilipino,youtube
4635,bwisit duterte gumagawa kaso titirahin toaga mahina nakaupo salita gawa,youtube
4636,mabuhay mayor magalong miss jesica soho,youtube
4637,please let issue die hangat makukulong managot,youtube
4638,please let issue die hangat makukulong managot,youtube
4639,please let issue die hangat makukulong managot,youtube
4640,please let issue die hangat makukulong managot,youtube
4641,bigat last jessica hndi baha magpapa lubog kundi kasakiman,youtube
4642,presidente ipon tubig saka magiging habitat buaya maynila,youtube
4643,jessica sojo run,youtube
4644,mayor magalong,youtube
4645,hndi curopt leni robredo lacson trillanes magalong vico sotto bam aquino iboto,youtube
4646,saludo mayor magalong,youtube
4647,malapit election laglagan yungga buwaya,youtube
4648,buti resign kana bonoan napaka incompetent secretary kang silbi submit complaints mayor magalong kang agarang aksyon,youtube
4649,bigla gyera mindanao ilihis issue dilima bigla gyera mindanao,youtube
4650,binibitay corrupt,youtube
4651,ala bakal pati kalsada humirit pondo gibain kita nanam anal,youtube
4652,pinsan pamukhain,youtube
4653,salute mayor magalo mabuhay,youtube
4654,neo bigay gumawa ala pakinabang,youtube
4655,dami labir kunin nro cla mayamanin opisyal magnanakaw,youtube
4656,dpat recta ikalat fondo bakal dami magnanakaw,youtube
4657,protect mayor magalong cost jessica nakakaiyak tinagal tagal naghihirap pilipino parin palang naiisip kalagayan nsa laylayan nawa ingatan pagpalain diyos,youtube
4658,protect mayor magalong cost jessica nakakaiyak tinagal tagal naghihirap pilipino parin palang naiisip kalagayan nsa laylayan nawa ingatan pagpalain diyos,youtube
4659,tuwang tuwa buwaya nakita luzon lubog baha,youtube
4660,heartbreaking nakakagigil gusto kong magsalita masasamang words cuz crocs deserved slmt nakaupo nais governance keep,youtube
4661,mahal kong pilipinas,youtube
4662,nakaka galit sobra corruption gobyerno pilipinas,youtube
4663,need mayors mayor magalong magagaling pera nabibigyan chances makaupo mataas position pinipigilan local government palang,youtube
4664,talagang kurap,youtube
4665,pangit sira sira kalsada bulacan pampanga garapalan kurakot paldo oapfo naka upo,youtube
4666,nakakasama loob tax napupunta korap naniniwala sabwatan coa kontraktor,youtube
4667,nakakagalit,youtube
4668,anong nakukulong malakas loob nakaw sarap,youtube
4669,pare pareho sagot akong narinig makukulong bigyan proyecto,youtube
4670,basta marcos magnanakaw pilit sinisiraan sara ttuo tunay magnanakaw,youtube
4671,agree anymore biding madaming companies govt third party contractors anymore,youtube
4672,job jessica conquer called corruption government learn stand community regardless run president bbm exposed became transparent agencies government corruptions immigration customs wish future clean whoever much involved government corruptions assets freeze,youtube
4673,aalis nako pilipinas australia,youtube
4674,sad sad corruption max,youtube
4675,huli corrupt balik balik problema governo pilipinas iabalik ilaga ingat,youtube
4676,zaldy magnanakaw,youtube
4677,saan pagce celebrate independence day ganito poor corrupt pilipino nakakahiya nagpasakop hapin amerikano español nakakahiya pilipinas,youtube
4678,cant straight ombudsman file cases,youtube
4679,hay nakakainis nmn dming corrupt,youtube
4680,slamt pre bbm binisita slamt jessica,youtube
4681,death penalty maebalik corruption,youtube
4682,kawawa kaming mahihirap mamamayan bansa tatrabaho kami maayos binabawasan kami buwis binubulsa buwaya gobyerno maawa sambayanang pilipino maawa bansa,youtube
4683,sobrang lala korapsyon pilipinas,youtube
4684,please let issue die masyado kawawa bansa,youtube
4685,mpapatangna nlng,youtube
4686,mayor magalong vico sotto lazatin philippines come save please,youtube
4687,tumakbo sara pagpapatayin kurakot,youtube
4688,pricing galeng galeng,youtube
4689,mamatay naa buaaya,youtube
4690,palpak travaho managot kawawa kababayan,youtube
4691,substandard materiales bakal malaki pelote gawing tukod dagat nasosolusyunan yon,youtube
4692,dead penalty kurap,youtube
4694,president days hanggang ngayong mananagot,youtube
4695,documentary abs cbn,youtube
4696,three years saka nakita pagnanakaw bumaha magisising nakapagtataka nung panahon digong aay laganap corruption paglobo utang annual budget nakakapaghinala palibhasa naranadan maghirap ugali easy lucky unang napansin iyo kita ibinoto kaso dinaya isip natuwa nung pindala digong hague nung nakulong quiboloy teves pumatay percy suntok buwan hay naku,youtube
4697,sora tama kasing iboto corrupt political dynasty gumising kabayan,youtube
4698,proud living city love iloilo city,youtube
4699,nadocumentary iloilo role model province city diretso dagat,youtube
4700,napanood statement witnesses totoong nangyayari bidding process nakapagtrabaho dati private company sumasali government bidding naranasan paspas team maghanap murang suppliers meeting planning pati documenting mabuo proposal ipapasa biddings awards pinaghirapan trabaho naka plano palang award company kapit loob city hall nakakapanglumo,youtube
4701,naitiro nakukulong,youtube
4702,dame galingan galingan engineer bugok,youtube
4703,pangulo approved kanilang ninanakaw sasabihin mahiya kang ginagawa kalyado lalong nakakadiri pangulo kang anong silbi pangulo hinahayaan nakawing pera bayan kundi mismo nagaaprove kanilang pagnanakaw pinsan anak contractor ginigipit nakikisama nakawan,youtube
4704,prison time firing squad korap government opisyals,youtube
4705,maniwala kan makoy baliktad sinasabi bal8ktad ginagawa,youtube
4706,daldal vince ibeninta nep contractors,youtube
4707,magawa bongit kong aligid buaya,youtube
4708,let congressmen tumira baha bara magka bun,youtube
4709,matthew jesus looked impossible things possible matthew profit gains whole world forfeits soul shall give return soul,youtube
4710,die sins righteousness 24b jesus took cross died order give life taking cross consists dying old selfish sinful way life following jesus wherever leads peter words might die sins righteousness jesus walk,youtube
4711,jesus way salvation jesus died remember despite unworthiness remember healed wounds forgiven holy blood saved dying cross copy share,youtube
4712,jesus way salvation jesus died remember despite unworthiness remember healed wounds forgiven holy blood saved dying cross copy share jesus died remember despite unworthiness remember jesus way salvation nothing else one else share truth john states jesus answered truly truly say unless one born cannot see kingdom fact born new creation christ ephesians states salvation grace faith result works one boast jesus willing forgive accept come accept,youtube
4713,random bible verse copy spread gospel late hebrews confidently say lord helper fear john let hearts troubled believe believe proverbs whoever trusts mind fool walks wisdom delivered psalm put trust princes son salvation proverbs whoever trusts riches fall righteous flourish green leaf psalm better take refuge lord trust psalm blessed lord trust turn proud astray lie psalm trust chariots horses trust name lord proverbs trust lord heart lean understanding ways acknowledge make straight paths gusto ishare,youtube
4714,iam years old saved jesus christ grace dying cross accepted saviour life changed heart became repentant old iam perfect still fall short many times sins made burdened always finds rescues amen,youtube
4715,iam years old saved jesus christ grace dying cross accepted saviour life changed heart became repentant old iam perfect still fall short many times sins made burdened always finds rescues amen,youtube
4716,iam years old saved jesus christ grace dying cross accepted saviour life changed heart became repentant old iam perfect still fall short many times sins made burdened always finds rescues amen,youtube
4717,pray prayer understand sinner need savior want turn sin make jesus lord life resident heart pray prayer lord jesus know sinner died cross shed blood every sin ever committed sorry sin turn ask come life savior lord friend choose follow moment forward calling accepting forgiving jesus name pray amen,youtube
4718,nauna pang nakulong rally kesa magnanakaw,youtube
4719,banggitin bangag marcos sona mahiya biglang nagtayuan buwaya harap akala maniniwala aang bayan buwaya,youtube
4720,today nakukulong,youtube
4722,pilipinas hangga nagkakaroon batas putulin kamay putulin leeg andiyan magnanakaw padami padami,youtube
4723,pamilyang kriminal rodrigo duterte ugat pagnanakaw ugat pagtutulak shabu ugat patayan trabahong impacto gawa pamilyang duterte,youtube
4724,magkaroon putol kamay putul leeg mawala magnanakaw gobyerno magkaroon parusa putulin kamay putulin leeg magnanakaw taxes,youtube
4725,mahiya hoy sabihin mahiya taunng magnanakaw,youtube
4726,nako,youtube
4727,pumunta malakanyang duon tumira pera ginagastos duon,youtube
4728,kurapt gobyerno nakakatulog habang bayan lubog baha kunin lord,youtube
4729,tanggalin tax puhonan boses,youtube
4730,discaya hambog,youtube
4731,santo dios santo fuerte maldicion condinar todos ladrones dinero governo arcabala filipina por favor ora mismo mucho gracias aleloea,youtube
4732,gustooo koo araal kaatiiwaaliiian saan pwedeng enroll,youtube
4733,pumalakpak buwaya bale pagnamatay magbabayad diyos hustisya malungkot hanggang parusa isoli ninakaw magsisi,youtube
4734,talk action one goes jail repeat,youtube
4735,politiko nagsisimula pandaraya kontraktor malaking mafia top bottom,youtube
4736,sinasadya motivo nakaw nakakatulog samantala maraming pilipino nahihirapan saan konsensya,youtube
4737,kailan mttapos kalbaryo kailangan gawin pagnanakaw matataas katungkulan pinagkatiwalaan gobyerno cover others crime twister greed mapanlamang kapwa ikulong hanggang mamatay cla bawiin properties,youtube
4738,totoong nagmamahal nagmamalasakit pilipino masasandalan magtutuloy sinira nilang daan tulay magpapagawa daan mahihirap magsasaka tayong mapagkakatiwalaan umasa dasal panginoong diyos magsugo busilak puso masisilaw pera karangyaan nakakaiyak nating mahihirap biktima gahaman magnanakaw buwaya mababait election minsan kasalanan tinotolerate magbigay pera upang maiboto matuto maghangan panandaliang lagay habangbuhay tayong pahihirapan,youtube
4739,marcos legacy,youtube
4740,akala nitong gobyernong naniniwala knila tawo nahihiya nagsasabing mahiya baman,youtube
4741,pbbm simula resign approved,youtube
4742,salita action balik magawa,youtube
4743,bbm mahiya,youtube
4744,duterte maitilong,youtube
4745,weee,youtube
4746,galit tax payers anomalous scandals billiones inanod papunta bulsa constructors iba pang kawatan gobierno organized billion gov mafia ibigay japan korea holland pilipino contractors ban alisan lisensiya,youtube
4747,delete corrupt politicians,youtube
4748,panainin sin farmers business lisa marcos rice importation bagsak presyo palay magsasaka pilipinas hige importation focus katiwalian bbm dhil totoo niluluto gagawin pra monopoly presyo palay nmin iboboto,youtube
4749,show must see govt officials think singapore model building,youtube
4750,gongratulations peesident bbm pagka appoint boying remula ombudsman,youtube
4751,bbm mahiya,youtube
4752,umutang proyekto,youtube
4753,bansa katiwalian pagnanakaw kurakot mismong mambabatas bumabali batas makarma sangkot kurakot natutulog lord paparusahan,youtube
4754,2ndary malang yun physical whatever ghost low quality yun kalakaran widespread imagine even early bidding process nangyayari abutan bulto bultong salapi priority involved clang pakialam mangyayari mamayan mamatay wipeout baha bahay nla halaga buwaya bansa importante yun makuha sop nla,youtube
4755,itutulong dizon ilagay assistant dizon responsible building constructions kaka lusot itatama maling proseso today,youtube
4756,design architect based engineering design flow water towards sea engineers fllow architect exterior design,youtube
4757,ipagawa pakontrata pinoy japan kukuha mangagawang pinoy,youtube
4758,filipinos survived years spanish colonisation facing existential threat corruption,youtube
4759,salita,youtube
4760,ipasa batas latigo bawat piso parusa magnanakaw,youtube
4761,pangunguna bbm kudos pra transparency digitalization pra malaman monitored,youtube
4762,see done congressmen filipinos deserve,youtube
4763,punishing sinful country typhoons earthquakes say catholics many men mistresses children politicians corrupt post riches social media mean much money need rich philippines poor mostly affected keep supporting following social media accounts rich aspire want change protesting follow nepal raid homes rich politicians know afraid police security forces tell join find country riches politicians homes stop empowering idolizing policians superstars care,youtube
4764,tama ginagawa,youtube
4765,korrekt tama tulugang problema bayang nating,youtube
4766,true naganip ginagawa binigay sakit pagulo tama ginagawaa,youtube
4767,dios nakikita sumubok kanilang kalagayang madanasan kalagayang maganda bahay hihirap daan nie hinde mapagawa nagsasahod pera bayang,youtube
4768,true sinasabi mahiya bayang government pagulo bong bong marcos kabiniti bayang,youtube
4769,ibalik death penalty plunder graft corruption,youtube
4770,senado politika batas atty iba pang gulo nasan aid legislation contra pagmamagaling kuno kaalaman batas butas nmn resulta kming nakikita batas butas senado,youtube
4771,topographical bago itayo proyekto itatayo mali location controll pati spillway nalalagyan proyekto wow mali itatayo basta collections minamadali kukunin kalagayan barangay municipyo,youtube
4772,hinayupakz sala lustay perang proyekto bansa gobyerno awa awang pilipino,youtube
4773,company politicians individual involve makatao pad trato filipino suffer ever since reparations fanilies rebuilding must regular check trustworthy staff government punishment life imprisonment pinaka mababa,youtube
4774,budol talk bangag sampong salita labing isa mali weak prisedent bangag,youtube
4776,segig utang segig kawat marcos bangag resign kawatan weak leader,youtube
4777,sindikato nakaupo gobyerno,youtube
4778,maging matapang pangulo ngawa kamay bakal kailangan revolutionary government matigil script tinuturo bobong dds damputin isa isa ebidensya maganda firing squad tulad ginawa tatay sampolan corrupt pati pinsan totoo likod militar babagal bagal mapapalitan sara lalung malaking gulo,youtube
4779,kunwari malasakit buwaya politiko mamamayan totoo tlga pera habol puere los buenos percent katotohanan paghihirap bansang pilipinas,youtube
4780,mula pinakamataas hanggang pinakamababa korapsyon mismo poorman hanggang labor nangungurakot pinakamababa korapsyon parin lakas loob magsabi kanipis semento nilalagay ganyang itatalaga mismong gobyerno magbantay mismong site nangyayari pakialam gobyerno kontraktor pagkatapos makuha profit maayos sistema bulok tlga,youtube
4781,corrupt greedy government officials contractors etc caused loss lives destruction property sheer misery comfortably sprawling mansions spend millions material possessions hold accountable,youtube
4782,naten iboto muli corrupt politiko senador etc iunfollow unlike social media corrupt politiko nepo babies,youtube
4783,kayong puso konsenya,youtube
4784,great job abs cbn news,youtube
4786,bang batas kumpanya hahawak gobyerno kamag anak nagtratrabaho gobyerno upto certain degree family tree merong ganong batas iwas corruption,youtube
4787,grabeh kagahaman tong magasawang discaya,youtube
4788,filipino revolt unacceptable,youtube
4789,panahon lola lolo baha tulad maynila bahain mababang lugar iilan binabaha saan lugur baha katulad kalookan palaisdaan umuulan catch basin metro manila napalawak sakop bayan malabon navotas agad limalaki baha tinambakan binabaha binabaha tulad obando bulakan2x binabaha isa bulakan talagang binabaha katulad hagonoy calumpit binabaha isa nadagdagan binabaha kagaya pampanga oumutok pinatubo lalo nadagdagan madaming tinatambakan dagat unlad makakatulong iilan pakinabang gumagawa kakaperahan ala babago lalo pang lala baha antayin maging water world kagagawan kasakiman bagay sobra masama talagang makakapal masiyahan kasiyahan commissioner por diyes poraiyento party happy together,youtube
4790,pera kunsyensya cguro naiisip karma impiyerno parusa dios nalulunod cla karangyaan,youtube
4791,isa naniniwala halaga alagaan kalikasan pinabayaan niyong makalbo bundok kinahinatnan baha pilipinas naalala nuong valle verde pasig binabaha nagsimulang gawan subdivision gilid bundok antipolo duon nagsimula baha valle verde pinakamataas kong nakita anim talampakan,youtube
4792,death firing squad parusa kawatan,youtube
4793,ikulong,youtube
4794,kailan sona marcos junior bago tag ulan pinsan,youtube
4795,salita marcos junior mahiya kase kilala ksama pinsan nagnanakaw ksama pinsan pwede,youtube
4796,correct,youtube
4797,isa patunay pagukulan pansin relocation gawin taon taon paulit ulit sitwasyon humanap lugar saan dalhin residente tulad suggestion gobyerno,youtube
4798,naiiyak sitwasyon pilipino,youtube
4799,tayon pilipino sufferdahil swapang pilitician nasaan kunsensya,youtube
4800,mahirap ikontrol kalikasan magalit igalang lugar ilog kagubatan lawa dagat tamang distansya pamahayan space kalikasan makahinda,youtube
4801,talagang pakapalan ninakaw yon pera banyan watching los angeles,youtube
4802,complaining even paid taxes asking,youtube
4803,tong bbm tumatawa inspect kalerki,youtube
4804,nakaka manuud balit tumataas pati buhok usaping bilyon binubulsa samantalang daming nghhirap,youtube
4805,tell martin,youtube
4806,kurapsyon pinas barangay level ordinaryong kababayan mahilig lagay short majority pinoy kurap solusyon anyone age years old ilipat mars let someone else take care children left behind basta spaniard,youtube
4807,sad reality victims corruption philippines,youtube
4808,nakakainis,youtube
4810,mangroves applied pasig river one hope bago matapos vico sotto maisulong,youtube
4811,alalahanin patuloy climate change totoo patuloy baha patuloy pagtaaas tubig development malaki talagang maayos siyang susuporta lugar pinas lalo mababang lugar lalo manila,youtube
4812,bbm new normal naisip solution,youtube
4813,lili gaw,youtube
4814,dios nakikita nimyo ginawa nimyo bayang pera bayang,youtube
4815,true true municipal company sinkado ginawa true true tangaling offical,youtube
4816,true true sinasabi sotto toto mananalaw company municipal sindikado laga municipal makikita bayang kong contactrata imposible listahan pera kuha pera bayang,youtube
4817,government sample hinde nakikita ibang bansa hinukuha pera government bayang tax binabayad bayang gumanda bayang totoo,youtube
4818,kickout government tangling offical municipal offical government batas pagulo muni hinde matotoo silang patakaran batas nating,youtube
4819,never permit keep sarado municipal,youtube
4820,hinde kong hikuting bayang municipal company nakikibang bayang municipal government hinde privat komf company bayang government ginagamit municipal problema bayang nating,youtube
4821,pera bayang sahod bayang bayad bayang,youtube
4822,hinde mahirap kong lumitaw kurakot totoo totoo pagulo mahiya bayang,youtube
4823,dpat araw2 gwa trntrabaho kinikunan ivideo nililitratuhan pti materiales gngamit nkkabit araw2 pinapasa cityhalll,youtube
4824,dpat drainage plitn tiyan iisang lugar bbgsak ddaloy tubig hnd saan2 kya nbha kalsada dhil mli ring instraktura,youtube
4825,philippines hopeless tag years wrong,youtube
4826,bunch corrupt millionaires clapping wild,youtube
4827,mahiya nepo baby president,youtube
4828,imbistigahan politiko nabigyan contractor sabagay binoto,youtube
4829,salsal lumang politiko palaging nyong binoboto baguhin pagboboto paulit ulit pangalan kurakot pati government departments baguhin batas budget naka declare saan napunta pera freeze assets ibalik kinurakot pera pnb ibang banko batas accountable kanilang actions pangit pamamaraan pinas maging global leader kurakot isip daga binoboto proud pinoy catholico konsensya hiya kapal corruption death penalty nakakahiya,youtube
4830,congressmen pati contractors nakakasuka galit,youtube
4831,payback abs cbn investigate dutertes,youtube
4832,marcoleters let true misis konektado discaya,youtube
4833,filipino pagbabago corruption kasama tumatanggap lagay tuwing eleksyon sainyo yun makikitang pagbabago pilipinas magiging 3rd world country forever sisikat japan singapore vietnam korea pilipinas maiiwan pinoy gahaman pera ayaw banat buto gusto easy money iniisip perang pinanglalagay palad masasabi billion perang ninakaw sainyo ilan nakinabang hihinto kaka tanggap corruption mangyayari sainyo pinoy,youtube
4834,freeze assets kasangkot kurakot mahiya,youtube
4835,maraming mahihirap pilipino nalulubog namamatay baha tong congresmann contractor puso nilastay tax pinagkatiwala,youtube
4836,dina aasa alice guo kibuloy dipa nakukulong namang agbabago,youtube
4837,korupt kita papatay imbestiga nakakagalit,youtube
4838,pangulo bangag bayag,youtube
4839,bulok gobyerno pilipinas tang inang gobyerno,youtube
4840,every time see hurting stings suffering isn fate fixable deserve better,youtube
4841,bawat million halaga diba maghkano camera pwede timelapse naka viewing online makikita mamamayan taon gagawin time lapse fast forward saan technology gagamitin naka upo halos gusto yumaman maling paraan paman,youtube
4842,iloilo mayor mabangis nagawa solusyon baha kurakot pera,youtube
4843,punyemas utak tignan zaldy makalusot sara unang nagbunyag naniwala tignan hatol karma,youtube
4844,nakakaawa residente nalubog baha kinurap samga buaya malacanyang silangnagpahirap residente maynilapbbm admenistration team poro kurakot buwaya,youtube
4845,mahirap palaging baha pakiramdam dagat katapusang baha ranas kuyan mula nung elementary haighschool papasok school lulusong aalisin medyas sapatos magawan paraan karsada dina maranasan kabataan lugmok baha kalalakihan studyanteng nagsisikap aral sananaman maayos karsada naren silang malalakararan baha goodluck government,youtube
4846,duterte mahiya lalo dds,youtube
4847,wow salita number hiyang presidente,youtube
4848,araw tong korapsyon gobyerno hinde halos sanga marami masamang prediksyon nuong araw bayan sinilangan isa talamak pagnanakaw madalas pinapanalangin matuklasan buong sambayanan pilipino bulok systema gobyerno merun trahedya dumating pondo madudukot kaban kawawa bulok systema gobyerno,youtube
