0,1,2,3,4,5,6
0.001202397286656756,0.30603477059123296,0.0012056261050712356,0.0012074009142456566,0.0012051829204916592,0.2998497094565004,0.38929491272580125
0.001815245744306351,0.001814726529903667,0.0018191413632495546,0.0018153457439215302,0.0018181613638136548,0.001819398566843791,0.9890979806879615
0.003176783455964082,0.0031818480264796255,0.0031857213694522738,0.12370725794498531,0.8603766698429002,0.0031919752746645846,0.0031797440855538006
0.002511438003797693,0.26942395353686016,0.07693195312203567,0.43348834836401523,0.21260921979471217,0.0025150601848788834,0.0025200269937001854
0.0015907935097207323,0.0015899620232678446,0.0015900307350942664,0.0015932811065356915,0.0015916432921792264,0.0015924958394009424,0.9904517934938013
0.0010869770714657457,0.0010860764417980168,0.39262882605802585,0.0010870284591768687,0.1833618750252925,0.0010860132424191365,0.4196632037018219
0.004362127187800709,0.004344021270821972,0.4884626325947306,0.4897816830978949,0.004335337867927231,0.0043557185256394015,0.004358479455185033
0.0016682665290893833,0.0016676964613536582,0.0016684900352495215,0.4044330115999498,0.001668507674514146,0.0016685421046158716,0.5872254855952276
0.0007578509853514143,0.0007597693284030647,0.0007588105175987965,0.0007597591019399276,0.0007584727115006976,0.4046985842369404,0.5915067531182658
0.0021726714363068727,0.9869487454144565,0.002176080512770165,0.0021763166493988066,0.0021778795337381975,0.002173713506341415,0.0021745929469879272
0.004478337281457282,0.3420026048072398,0.004480366028782433,0.4894303117475258,0.0044910348431420125,0.004482843452548599,0.15063450183930407
0.002078427380894519,0.0020771097975752937,0.3883108689053792,0.0020776447807310293,0.31456441444041544,0.002080399522265586,0.2888111351727389
0.006229677659652633,0.0062229483645854225,0.8864030142896527,0.00623376346082143,0.006230761632128012,0.006221281130671591,0.08245855346248815
0.0010178397175527572,0.0010183260590893484,0.2747502802501476,0.0010166851393068534,0.0010181410791369064,0.001016414409444751,0.7201623133453218
0.0019108182307803051,0.0019075931400326183,0.0019089546451329696,0.9885403668568798,0.0019144455258521492,0.001908590340266829,0.0019092312610553544
0.002810140410418648,0.0028132159016776067,0.0028082272247640407,0.3274827808537177,0.17525408259141403,0.0028127874388881534,0.48601876557911977
0.011947998014408764,0.28929958347611023,0.6509632800006603,0.011938071461489981,0.011942990790846162,0.011972160306716323,0.011935915949767981
0.0016100831771356425,0.001610934735802271,0.9903371563421177,0.0016115109526289452,0.001611056936874306,0.0016107852613550056,0.0016084725940860311
0.020408325661656616,0.02043412792692072,0.02043114950461813,0.8774684865905706,0.02041626998873025,0.020428135859434274,0.020413504468069332
0.003676810457515158,0.003676908057648862,0.8607454774634166,0.0036665180885258474,0.003668971738741398,0.04831138260184105,0.07625393159231098
0.00232553468739322,0.002310496621896199,0.0023158827456815695,0.0023187169404041428,0.002314291950110714,0.7321069311803019,0.25630814587421225
0.004332615180620194,0.004335282844383858,0.004334993371717699,0.00433481796884148,0.9739894192799826,0.004337735652841629,0.004335135701612621
0.5165500280104489,0.0010314704086558588,0.0010330796125393967,0.001029928973069921,0.0010321508239327316,0.001030376187995855,0.4782929659833573
0.0020165373533196237,0.002017769208199516,0.0020217394362336176,0.3325861436465384,0.0020236322506985783,0.6573163737394535,0.0020178043655567873
0.0013920178967498818,0.0013936880813314736,0.20166147054454417,0.0013906509039308527,0.4452956899892742,0.3474721140501058,0.0013943685340635802
0.002656072086141324,0.20030300078111501,0.6356506503701385,0.0026584758795289254,0.002650251794354227,0.09255229683825027,0.06352925225047182
0.0011760529586032117,0.9929504251713787,0.0011748648729445785,0.0011737201495379804,0.0011753718857001594,0.0011756640956210398,0.0011739008662143785
0.005504049325284482,0.005505519389305995,0.005505311346654639,0.4621422796923209,0.5103369150487407,0.00550277813417919,0.005503147063514135
0.007160115855611055,0.007172468389284641,0.007164453886024057,0.9569626799864466,0.007166366916010644,0.007164515542597383,0.007209399424025587
0.0013803670691455176,0.0013805897778199302,0.0013792558642529748,0.001381207579454023,0.3169200775894233,0.5977304006063721,0.07982810151353235
0.003041676355947615,0.0030461495424283632,0.003046926380015292,0.0030451166438977147,0.9817241069860279,0.003049916512610917,0.0030461075790721407
0.16283713333957994,0.001995669813670415,0.00199480638707716,0.0915818462890607,0.19904394485823362,0.5405495869360387,0.0019970123763394603
0.0020802512858093974,0.00207565699831723,0.00207963243360843,0.0020833302566448894,0.5230726537392596,0.002078628971868552,0.4665298463144918
0.0014200077725874392,0.0014195838852298305,0.0014200683742491352,0.0014185967144518781,0.0014221151427023199,0.9914791452314803,0.0014204828792991633
0.002809186622970463,0.6493220751307146,0.3366278188445208,0.0028100795109530924,0.0028080485436601877,0.002810486198469852,0.0028123051487109487
0.0016667119185210164,0.6431677634658558,0.0016668039172563491,0.0016658079913473042,0.0016685790651416769,0.34849876820099873,0.0016655654408789613
0.001988284181818948,0.09983917657525396,0.06826710801712546,0.36338734067635897,0.16024023577695673,0.0019928946045920434,0.30428496016789375
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.07142874931186798,0.07160018080006147,0.5709468338274966,0.07142863920325442,0.07142862560833889,0.07165689279751847,0.07151007845146222
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.03591571694379155,0.03578628955968969,0.035714300923293106,0.03571430496567626,0.03573504312117263,0.785420051393529,0.035714293092847696
0.7855617834331081,0.03575860125805966,0.03572399546668883,0.03571711618324746,0.03576409054200952,0.03575623510045226,0.0357181780164341
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.04761932924764222,0.04761906600454156,0.047619065531565155,0.04764284565892016,0.047619066798053306,0.047675367116122906,0.7142052596431546
0.07142867554414405,0.0715250052952572,0.071428603782663,0.07142860986326101,0.0714286027136209,0.5713319166685678,0.07142858613248615
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.07142867554414405,0.0715250052952572,0.071428603782663,0.07142860986326101,0.0714286027136209,0.5713319166685678,0.07142858613248615
0.7855176620994349,0.03574726398283218,0.03573374053718209,0.035719941215040074,0.035817644279477645,0.03574167341420751,0.035722074471825495
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.07142867554414405,0.0715250052952572,0.071428603782663,0.07142860986326101,0.0714286027136209,0.5713319166685678,0.07142858613248615
0.07142867554414405,0.0715250052952572,0.071428603782663,0.07142860986326101,0.0714286027136209,0.5713319166685678,0.07142858613248615
0.047619209252841285,0.04768336174888489,0.04767027754924119,0.04761910747824563,0.047619095881185264,0.3808982405741305,0.38089070751547127
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
0.07142868029664075,0.07190068068489248,0.07177931836590674,0.07175428836752992,0.5698466393483097,0.07154539789076707,0.07174499504595326
0.570785909659218,0.0714842735757885,0.07150346025846246,0.07145027209807271,0.0718558897387449,0.07146171171652119,0.07145848295319213
0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
